UDDANNELSE;SEKTOR;AFLOEN;LONGRP;LØNMÅL;KØN;TID;INDHOLD
H6080 Jordbrug, natur og miljø, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;294,68
H6080 Jordbrug, natur og miljø, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;304,43
H6080 Jordbrug, natur og miljø, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;319,88
H6080 Jordbrug, natur og miljø, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;328,69
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;238,38
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;260,43
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;257,39
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;263,54
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;263,73
H6090 Sundhedsvidenskab, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;277,51
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;243,27
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;258,73
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;262,99
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;268,95
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;307,65
H6097 Videregående uddannelser uden nærmere angivelse, BACH;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;342,83
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;429,63
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;436,20
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;439,36
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;452,47
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;469,54
H70 Lange videregående uddannelser, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;491,88
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;361,47
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;370,43
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;373,90
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;386,83
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;397,73
H7020 Pædagogisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;416,23
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;361,30
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;366,22
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;368,97
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;380,01
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;394,11
H7025 Humanistisk og teologisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;415,60
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;369,27
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;376,20
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;376,97
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;385,73
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;402,05
H7030 Kunstnerisk, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;420,15
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;413,50
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;416,71
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;418,15
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;430,37
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;447,03
H7035 Naturvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;469,50
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;464,30
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;468,82
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;475,01
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;488,70
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;508,54
H7039 Samfundsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;532,01
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;450,14
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;451,69
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;456,05
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;468,51
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;488,73
H7059 Teknisk videnskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;511,23
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;459,40
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;453,79
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;454,30
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;469,41
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;485,18
H7075 Fødevarer, Bio- og laboratorieteknik, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;506,44
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;412,96
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;420,18
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;424,37
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;436,65
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;447,18
H7080 Jordbrug, natur og miljø, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;465,67
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;488,36
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;505,73
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;496,30
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;516,69
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;525,60
H7090 Sundhedsvidenskab, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;541,94
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;513,44
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;516,71
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;518,02
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;549,71
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;570,15
H7095 Politi og forsvar mv., LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;602,58
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;366,48
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;383,04
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;387,76
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;401,19
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;419,75
H7097 Videregående uddannelser uden nærmere angivelse, LVU;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;448,73
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;469,09
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;480,01
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;484,26
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;501,87
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;518,81
H80 Ph.d. og forskeruddannelser;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;543,48
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;..
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;..
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;..
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;..
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;..
H8020 Pædagogisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;..
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;405,36
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;413,06
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;415,86
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;431,30
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;436,64
H8025 Humanistisk og teologisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;460,16
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;336,09
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;343,90
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;341,99
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;348,67
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;355,41
H8030 Kunstnerisk, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;372,89
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;463,47
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;470,91
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;478,18
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;500,27
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;520,83
H8035 Naturvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;545,73
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;473,12
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;482,68
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2021;486,65
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2022;501,74
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2023;511,53
H8039 Samfundsvidenskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2024;537,50
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2019;487,26
H8059 Teknisk videnskab, Ph.d.;Sektorer i alt;Time- og fastlønnede i alt;Lønmodtagergrupper (eksklusiv unge og elever);FORTJENESTE PR. PRÆSTERET TIME;Mænd og kvinder i alt;2020;492,10
