education_code,period,salary_value,salary_measure,salary_unit,source,dataset,source_url
H4038,2024,405.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2019,376.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2020,381.12,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2021,388.00,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2022,401.85,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2023,420.14,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4058,2024,439.75,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2019,324.91,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2020,330.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2021,337.19,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2022,349.42,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2023,367.90,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4075,2024,387.87,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2019,313.22,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2020,320.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2021,326.40,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2022,337.40,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2023,349.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4080,2024,368.95,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2019,412.11,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2020,416.12,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2021,413.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2022,424.95,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2023,438.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4085,2024,463.77,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2019,318.09,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2020,322.99,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2021,322.06,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2022,333.43,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2023,342.13,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4089,2024,358.97,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2019,330.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2020,332.98,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2021,335.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2022,344.37,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2023,352.81,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H4095,2024,369.08,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2019,347.25,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2020,356.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2021,360.29,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2022,372.45,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2023,384.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H50,2024,401.24,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2019,315.58,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2020,325.27,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2021,329.72,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2022,340.69,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2023,350.40,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5020,2024,367.56,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2019,362.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2020,365.81,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2021,364.67,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2022,368.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2023,382.67,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5024,2024,394.21,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2019,345.06,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2020,352.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2021,355.45,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2022,367.98,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2023,382.51,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5025,2024,399.02,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2019,267.62,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2020,274.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2021,276.17,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2022,292.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2023,307.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5030,2024,324.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2019,396.14,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2020,400.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2021,401.19,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2022,410.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2023,423.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5038,2024,440.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2019,346.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2020,363.59,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2021,355.57,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2022,380.48,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2023,403.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5039,2024,418.18,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2019,405.57,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2020,410.04,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2021,414.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2022,427.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2023,449.22,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5058,2024,470.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2019,531.00,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2020,540.11,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2021,546.08,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2022,561.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2023,584.58,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5059,2024,609.32,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2019,303.38,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2020,311.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2021,316.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2022,328.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2023,342.39,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5075,2024,358.15,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2019,339.97,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2020,344.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2021,351.02,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2022,360.37,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2023,373.88,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5080,2024,386.83,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2019,449.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2020,453.98,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2021,450.95,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2022,455.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2023,484.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5085,2024,510.11,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2019,319.53,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2020,332.01,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2021,338.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2022,355.91,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2023,358.91,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5089,2024,371.88,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2019,436.19,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2020,442.60,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2021,451.12,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2022,475.55,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2023,493.55,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5095,2024,518.45,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2019,283.36,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2020,296.84,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2021,302.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2022,311.46,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2023,332.42,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H5097,2024,353.58,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2019,345.79,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2020,348.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2021,349.52,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2022,358.60,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2023,367.28,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H60,2024,384.77,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2019,324.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2020,327.65,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2021,333.66,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2022,339.10,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2023,344.35,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6020,2024,366.51,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2019,308.70,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2020,315.49,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2021,318.71,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2022,331.02,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2023,345.37,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6025,2024,363.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2019,308.08,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2020,316.87,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2021,319.55,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2022,327.30,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2023,336.60,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6030,2024,352.24,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2019,331.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2020,339.23,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2021,342.66,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2022,355.54,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2023,368.47,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6035,2024,388.21,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2019,392.03,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2020,392.63,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2021,392.29,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2022,400.46,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2023,415.57,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6039,2024,436.25,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2019,270.12,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2020,279.82,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2021,285.11,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2022,298.26,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2023,314.44,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6059,2024,327.61,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2019,347.77,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2020,342.87,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2021,322.05,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2022,339.04,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2023,362.07,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6075,2024,370.35,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6080,2019,283.40,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6080,2020,287.85,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6080,2021,294.68,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
H6080,2022,304.43,FORTJENESTE PR. PRÆSTERET TIME,DKK per præsteret time,Danmarks Statistik,LONS11,https://www.statistikbanken.dk/LONS11
